step,cummean_calc_time,cummean_calc_temp,cummean_calc_dens,cummean_wall_time,cummean_calc_epot,cummean_calc_msd,cummean_calc_drft
0,20000.0,288.56113566666664,1.0760856666666667,1559.8513323333334,-266437.75,24.196692000000002,0.06936633333333332
1,20025.0,289.7908163333333,1.077025,1561.4166278333335,-266437.875,24.160375833333333,0.07103949999999999
2,20050.0,292.3556811111111,1.0776234444444444,1563.0231806666668,-266437.9895833333,24.155964222222224,0.072182
3,20075.0,293.06434924999996,1.07791075,1564.7592275000002,-266437.9635416667,24.195350083333334,0.07271958333333334
4,20100.0,292.68112706666665,1.0779112666666666,1566.5992165333334,-266437.8458333333,24.20758886666667,0.07267033333333334
5,20125.0,295.21354694444443,1.0776798333333333,1568.4835188333334,-266437.8385416667,24.20390794444445,0.07215077777777779
6,20150.0,296.8475929047619,1.0772243333333333,1570.412144,-266437.75595238095,24.20647604761905,0.07121890476190476
7,20175.0,298.20877916666666,1.0765548333333332,1572.3559648333332,-266437.6666666667,24.200714916666666,0.06994575
8,20200.0,298.76894988888887,1.0756644444444445,1574.3095822592593,-266437.5682870371,24.19164511111111,0.06836281481481482
9,20225.0,299.06489066666666,1.0745387333333334,1576.2526379666665,-266437.5020833333,24.2071964,0.06647316666666667
10,20250.0,298.809731969697,1.0732021212121212,1578.1910833939394,-266437.446969697,24.226415787878793,0.06435427272727273
11,20275.0,299.3147751944445,1.071736861111111,1580.14056,-266437.46788194444,24.243865694444448,0.06213233333333334
12,20300.0,298.63572728205133,1.070165512820513,1582.0885766666668,-266437.46153846156,24.264198179487185,0.05983502564102564
13,20325.0,297.9139156428572,1.0684797142857145,1584.0400216428573,-266437.47470238095,24.292283833333336,0.05745811904761905
14,20350.0,297.3883409555556,1.0667358666666666,1585.9912898666666,-266437.49097222224,24.328875488888894,0.0550756
15,20375.0,297.4447542916667,1.0650459375,1587.9425755833333,-266437.5234375,24.375669500000004,0.05280725
16,20400.0,296.78041547058825,1.063497843137255,1589.9011226666667,-266437.5012254902,24.41294060784314,0.05074123529411764
17,20425.0,297.2295853518519,1.0621189074074076,1591.8742948148147,-266437.5138888889,24.44937492592593,0.048925518518518514
18,20450.0,298.1713273859649,1.0609105964912282,1593.8598965614035,-266437.5356359649,24.483814280701758,0.04737647368421052
19,20475.0,298.3956275666667,1.0598479500000002,1595.8443496833333,-266437.51510416664,24.519471183333337,0.046060766666666655
20,20500.0,298.4455775555556,1.0589010952380955,1597.824188968254,-266437.4890873016,24.54789741269842,0.04491373015873015
21,20525.0,299.15681777272727,1.0580832272727276,1599.8034720454546,-266437.5033143939,24.575293757575764,0.0438955606060606
22,20550.0,299.2905919565218,1.0574248260869568,1601.7787765362318,-266437.49999999994,24.604155869565222,0.04300801449275362
23,20575.0,299.16085193055557,1.0569288750000003,1603.7567982916669,-266437.49652777775,24.62883154166667,0.042257472222222224
24,20600.0,299.2013696133334,1.056620466666667,1605.7284573600002,-266437.51291666663,24.65198657333334,0.04170916
25,20625.0,298.8758903461539,1.056536730769231,1607.6958734487182,-266437.51722756407,24.66823560256411,0.04145838461538461
26,20650.0,298.4226194814815,1.056663777777778,1609.6666244938274,-266437.51774691354,24.68721681481482,0.041535086419753085
27,20675.0,298.26530185714284,1.0569445595238098,1611.6422352261907,-266437.5286458333,24.70647325000001,0.041881476190476184
28,20700.0,298.34002870114944,1.0573325287356325,1613.6267768850576,-266437.5470545977,24.72330608045978,0.042445977011494246
29,20725.0,298.44117127777776,1.0577478555555557,1615.6138908333335,-266437.56354166666,24.73396774444445,0.043104666666666666
