Backend,Default dtype,Layer default dtype,Avg Inference Time (ms),Inference Time Std (ms),Avg Energy (eV),Energy Std (eV),Avg Force (eV/Å),Force Std (eV/Å)
CUEQ,float32,float32,177.21162033081055,7.4717812613230485,-105504.675,0,1.568284e-02,2.2634536e-06
,,,,,,,,
